step,type,text,entropy,ig,top_recipe,top_prob,p::pomodoro pasta,p::marinara pasta,p::arrabbiata pasta,p::puttanesca pasta,p::amatriciana pasta,p::tuna tomato pasta,p::garlic oil pasta,p::lemon butter pasta,p::butter parmesan pasta,p::cacio e pepe,p::carbonara,p::alfredo pasta,p::vodka sauce pasta,p::mushroom cream pasta,p::ham and pea pasta,p::pesto pasta,p::pea pesto pasta,p::spinach pesto pasta,p::zucchini sauce pasta,p::pea butter pasta,p::clam pasta,p::shrimp garlic pasta,p::broccoli garlic pasta,p::gnocchi pomodoro,p::gnocchi pesto,p::scrambled carbonara,p::carbonara bianca,p::gricia,p::cacio e uova
0,initial,,4.858,0.0,pomodoro pasta,0.0345,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483
1,observation,A cook pours water into a large pot on the stove.,4.5813,0.2766,alfredo pasta,0.072,0.018496,0.040898,0.070317,0.040705,0.071475,0.012696,0.044437,0.032926,0.059954,0.034881,0.03497,0.071998,0.056666,0.059434,0.034219,0.011728,0.020461,0.014792,0.01366,0.039945,0.056674,0.027443,0.022881,0.000283,2.2e-05,0.028919,0.031738,0.025426,0.021956
1,answer_no,NO: A cook pours cream into the skillet.,3.569,1.0123,cacio e uova,0.2214,0.009878,0.021842,0.024903,0.014416,0.025313,0.004496,0.014203,0.009844,0.019923,0.016771,0.017362,0.004891,0.005733,0.004038,0.002325,0.118247,0.206299,0.149141,0.004755,0.013274,0.022157,0.014943,0.012459,0.000151,0.000223,0.012663,0.015757,0.012624,0.221369
2,observation,A cook slices garlic cloves on a cutting board.,3.8805,-0.3114,marinara pasta,0.1531,0.03302,0.153051,0.104168,0.0556,0.017076,0.011275,0.126524,0.003678,0.003502,0.00272,0.011913,0.000799,0.006078,0.003839,0.002561,0.029354,0.041432,0.032421,0.008267,0.002466,0.091566,0.085928,0.109103,6.4e-05,0.000689,0.0094,0.012395,0.008984,0.032127
2,answer_no,NO: A cook sautees onion in the saucepan.,3.7028,0.1777,garlic oil pasta,0.1824,0.006054,0.02806,0.108404,0.080134,0.01777,0.004944,0.182355,0.005301,0.005048,0.00392,0.01717,0.001151,0.00876,0.005533,0.003691,0.042307,0.003117,0.00366,0.008576,0.003554,0.131972,0.104452,0.132622,1.2e-05,0.000993,0.013325,0.017864,0.012948,0.046304
3,observation,A cook pours olive oil into a skillet on the stove.,3.086,0.6168,garlic oil pasta,0.275,0.000673,0.020407,0.103278,0.173111,0.007998,0.008969,0.274958,0.003532,0.003096,0.000475,0.001122,0.000847,0.015174,0.00268,0.002094,0.003992,0.000227,0.000276,0.020166,0.002015,0.098622,0.120996,0.121764,1.5e-05,0.000738,0.006493,0.001013,0.001044,0.004225
3,answer_yes,A cook stirs garlic into the skillet.,1.7529,1.333,broccoli garlic pasta,0.6921,0.000164,0.006606,0.053861,0.069554,0.001404,0.001261,0.057833,0.000518,0.000445,0.000192,0.000447,0.000137,0.00227,9.4e-05,0.000106,0.001201,5.7e-05,7.7e-05,0.007194,0.000312,0.040628,0.059943,0.692119,8e-06,0.0002,0.001216,0.000283,0.000388,0.001482
4,observation,A cook sprinkles red pepper flakes into a hot pan.,2.6051,-0.8522,broccoli garlic pasta,0.3658,0.000494,0.010979,0.04987,0.109412,0.002246,0.002569,0.257664,0.001221,0.000437,0.000496,0.000554,0.000373,0.004438,0.000291,0.000339,0.002204,0.000211,0.000285,0.016353,0.000787,0.064172,0.095953,0.365812,3.6e-05,0.000941,0.00309,0.000956,0.000551,0.007269
4,answer_no,NO: A cook adds shrimp to the skillet.,2.5258,0.0793,garlic oil pasta,0.4662,0.000893,0.019866,0.090241,0.197983,0.004064,0.004649,0.466247,0.00221,0.000791,0.000897,0.001003,0.000675,0.00803,0.000527,0.000613,0.000247,0.000381,0.000515,0.02959,0.001425,0.093787,0.018072,0.035653,6.5e-05,0.000105,0.005591,0.00173,0.000997,0.013153
5,observation,A cook adds garlic to a pan of chili flakes and stirs it.,2.5263,-0.0005,garlic oil pasta,0.4251,0.000424,0.009064,0.123415,0.213944,0.005902,0.003969,0.425089,0.000955,0.000877,0.001369,0.001538,0.000682,0.006626,0.000528,0.000652,0.000497,0.00027,0.000339,0.030328,0.000643,0.104788,0.007334,0.042253,9.1e-05,0.0002,0.005198,0.002226,0.001562,0.009237
