step,type,text,entropy,ig,top_recipe,top_prob,p::pomodoro pasta,p::marinara pasta,p::arrabbiata pasta,p::puttanesca pasta,p::amatriciana pasta,p::tuna tomato pasta,p::garlic oil pasta,p::lemon butter pasta,p::butter parmesan pasta,p::cacio e pepe,p::carbonara,p::alfredo pasta,p::vodka sauce pasta,p::mushroom cream pasta,p::ham and pea pasta,p::pesto pasta,p::pea pesto pasta,p::spinach pesto pasta,p::zucchini sauce pasta,p::pea butter pasta,p::clam pasta,p::shrimp garlic pasta,p::broccoli garlic pasta,p::gnocchi pomodoro,p::gnocchi pesto,p::scrambled carbonara,p::carbonara bianca,p::gricia,p::cacio e uova
0,initial,,4.858,0.0,pomodoro pasta,0.0345,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483
1,observation,A cook pours water into a large pot on the stove.,4.5813,0.2766,alfredo pasta,0.072,0.018496,0.040898,0.070317,0.040705,0.071475,0.012696,0.044437,0.032926,0.059954,0.034881,0.03497,0.071998,0.056666,0.059434,0.034219,0.011728,0.020461,0.014792,0.01366,0.039945,0.056674,0.027443,0.022881,0.000283,2.2e-05,0.028919,0.031738,0.025426,0.021956
1,answer_no,NO: A cook pours cream into the skillet.,3.569,1.0123,cacio e uova,0.2214,0.009878,0.021842,0.024903,0.014416,0.025313,0.004496,0.014203,0.009844,0.019923,0.016771,0.017362,0.004891,0.005733,0.004038,0.002325,0.118247,0.206299,0.149141,0.004755,0.013274,0.022157,0.014943,0.012459,0.000151,0.000223,0.012663,0.015757,0.012624,0.221369
2,observation,A cook grates pecorino into the mixing bowl.,2.3277,1.2414,cacio e uova,0.6115,0.001893,0.002434,0.004118,0.001499,0.020144,0.000488,0.002392,0.003175,0.002133,0.056955,0.042301,0.000481,0.000507,0.000308,0.000238,0.051771,0.051805,0.037326,0.002279,0.001997,0.002018,0.001669,0.002501,0.000112,0.001433,0.00766,0.035682,0.053203,0.611479
2,answer_no,NO: A cook cracks eggs into a mixing bowl.,3.4451,-1.1174,cacio e pepe,0.1726,0.005739,0.007377,0.012483,0.004542,0.061061,0.00148,0.00725,0.009625,0.006465,0.172647,0.017545,0.001458,0.001537,0.000932,0.000721,0.156934,0.157037,0.113146,0.006908,0.006053,0.006116,0.00506,0.007582,0.000338,0.004344,0.011327,0.040527,0.161275,0.012489
3,observation,A cook slices meat into cubes on a cutting board.,3.6161,-0.171,pea pesto pasta,0.197,0.027514,0.00762,0.007739,0.003399,0.018943,0.011699,0.005964,0.010629,0.008,0.114544,0.038162,0.001783,0.006262,0.005172,0.003158,0.158793,0.196992,0.147498,0.00341,0.001276,0.03228,0.028846,0.007567,0.000618,0.008746,0.004455,0.097677,0.03981,0.001444
3,answer_no,NO: A cook adds frozen peas to a saucepan.,3.6399,-0.0238,pesto pasta,0.239,0.041408,0.011468,0.011647,0.005116,0.028509,0.017606,0.008976,0.015997,0.01204,0.17239,0.057435,0.002683,0.009424,0.007784,0.004754,0.238984,0.001998,0.012795,0.005132,0.000581,0.048582,0.043413,0.011388,0.000931,0.013163,0.006704,0.147005,0.059915,0.002174
4,observation,A cook adjusts a gas stove knob to ignite the burner.,3.9308,-0.2908,pesto pasta,0.2026,0.027288,0.013468,0.012669,0.006213,0.141856,0.012446,0.038562,0.011577,0.009751,0.09073,0.023083,0.007412,0.006061,0.017436,0.011087,0.20257,0.001612,0.010687,0.00636,0.000869,0.029397,0.104134,0.049917,0.001451,0.016249,0.033769,0.059712,0.05136,0.002274
4,answer_no,NO: A cook cracks black pepper into a skillet.,3.893,0.0377,pesto pasta,0.2198,0.029609,0.014613,0.013705,0.006741,0.153449,0.013504,0.041842,0.012562,0.01058,0.01391,0.025046,0.008042,0.006577,0.018919,0.012029,0.219798,0.001749,0.011596,0.006901,0.000943,0.031897,0.11299,0.054162,0.001575,0.017631,0.036641,0.064791,0.055728,0.002468
5,observation,A cook stirs pancetta in a skillet with a wooden spoon.,3.7022,0.1908,gricia,0.2115,0.018534,0.013349,0.014286,0.010655,0.174096,0.011946,0.026644,0.009485,0.010531,0.012338,0.043888,0.006101,0.00649,0.013872,0.007749,0.148976,0.000868,0.00591,0.019597,0.000947,0.023479,0.025343,0.01133,0.001432,0.007801,0.068364,0.092504,0.211535,0.001948
