step,type,text,entropy,ig,top_recipe,top_prob,p::pomodoro pasta,p::marinara pasta,p::arrabbiata pasta,p::puttanesca pasta,p::amatriciana pasta,p::tuna tomato pasta,p::garlic oil pasta,p::lemon butter pasta,p::butter parmesan pasta,p::cacio e pepe,p::carbonara,p::alfredo pasta,p::vodka sauce pasta,p::mushroom cream pasta,p::ham and pea pasta,p::pesto pasta,p::pea pesto pasta,p::spinach pesto pasta,p::zucchini sauce pasta,p::pea butter pasta,p::clam pasta,p::shrimp garlic pasta,p::broccoli garlic pasta,p::gnocchi pomodoro,p::gnocchi pesto,p::scrambled carbonara,p::carbonara bianca,p::gricia,p::cacio e uova
0,initial,,4.858,0.0,pomodoro pasta,0.0345,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483,0.034483
1,observation,A cook pours water into a large pot on the stove.,4.5813,0.2766,alfredo pasta,0.072,0.018496,0.040898,0.070317,0.040705,0.071475,0.012696,0.044437,0.032926,0.059954,0.034881,0.03497,0.071998,0.056666,0.059434,0.034219,0.011728,0.020461,0.014792,0.01366,0.039945,0.056674,0.027443,0.022881,0.000283,2.2e-05,0.028919,0.031738,0.025426,0.021956
1,answer_skipped,[doesnt_apply] doesn't apply,4.5813,0.0,alfredo pasta,0.072,0.018496,0.040898,0.070317,0.040705,0.071475,0.012696,0.044437,0.032926,0.059954,0.034881,0.03497,0.071998,0.056666,0.059434,0.034219,0.011728,0.020461,0.014792,0.01366,0.039945,0.056674,0.027443,0.022881,0.000283,2.2e-05,0.028919,0.031738,0.025426,0.021956
2,observation,A cook slices meat into cubes on a cutting board.,4.3474,0.2339,arrabbiata pasta,0.0874,0.044941,0.081521,0.08736,0.05146,0.06542,0.027223,0.087018,0.007626,0.011813,0.006604,0.037381,0.013622,0.050511,0.070829,0.034879,0.002927,0.005348,0.004139,0.028984,0.008601,0.072544,0.041703,0.056979,9.8e-05,6.6e-05,0.031775,0.035641,0.027022,0.005966
2,answer_skipped,[doesnt_apply] doesn't apply,4.3474,0.0,arrabbiata pasta,0.0874,0.044941,0.081521,0.08736,0.05146,0.06542,0.027223,0.087018,0.007626,0.011813,0.006604,0.037381,0.013622,0.050511,0.070829,0.034879,0.002927,0.005348,0.004139,0.028984,0.008601,0.072544,0.041703,0.056979,9.8e-05,6.6e-05,0.031775,0.035641,0.027022,0.005966
3,observation,A cook adjusts a gas stove knob to ignite the burner.,3.7023,0.6451,amatriciana pasta,0.17,0.012321,0.019243,0.020321,0.013384,0.16998,0.008384,0.155061,0.003387,0.004843,0.003313,0.010568,0.034733,0.013518,0.12697,0.068081,0.001629,0.002528,0.002049,0.008845,0.003737,0.017553,0.083125,0.10739,0.000279,9e-05,0.08758,0.010176,0.008166,0.002745
4,observation,A cook stirs pancetta in a skillet with a wooden spoon.,3.816,-0.1137,amatriciana pasta,0.2208,0.010393,0.020283,0.026985,0.023926,0.22077,0.010182,0.087791,0.005504,0.009018,0.006613,0.035331,0.036398,0.020062,0.092858,0.049337,0.002854,0.002556,0.002386,0.027288,0.006201,0.018893,0.0144,0.015907,0.000517,8.4e-05,0.177386,0.027418,0.045357,0.003301
5,observation,A cook sprinkles red pepper flakes into a pan of sizzling meat.,3.668,0.1479,amatriciana pasta,0.3509,0.012922,0.029001,0.025632,0.028805,0.350896,0.012539,0.071697,0.002734,0.004287,0.007037,0.041499,0.036917,0.009048,0.071454,0.042659,0.003809,0.003233,0.003023,0.035895,0.003048,0.021881,0.016835,0.017642,0.000405,0.000188,0.049589,0.032507,0.057998,0.00682
5,answer,A cook puts tomato sauce.,3.4643,0.2037,amatriciana pasta,0.4204,0.016994,0.027354,0.048782,0.049941,0.420373,0.011155,0.052033,0.002893,0.004908,0.007088,0.031378,0.034319,0.019895,0.048988,0.026768,0.003644,0.005153,0.004758,0.035259,0.00323,0.016058,0.005876,0.012926,0.001867,0.000242,0.036122,0.025469,0.043529,0.002998
6,observation,A cook pours sauce over croutons in a skillet.,3.2825,0.1819,amatriciana pasta,0.45,0.022793,0.035369,0.069747,0.060511,0.449999,0.015727,0.028046,0.002525,0.003612,0.004674,0.01738,0.048887,0.028158,0.030458,0.017603,0.002433,0.00326,0.003017,0.044215,0.002423,0.009404,0.007285,0.007521,0.003091,0.000294,0.041934,0.014047,0.023477,0.00211
